building_id,building_name,building_type,address,city,postal_code,construction_year,surface_m2,number_of_floors,heating_type,annual_energy_consumption_kwh,energy_intensity_kwh_m2_year,dpe_rating,co2_emissions_kg_year,insulation_quality,occupancy_rate,number_of_occupants,has_solar_panels,last_energy_audit_year,accessibility_status,asbestos_risk,heritage_status,latitude,longitude
256,Bibliothèque municipale 256,Bibliothèque,46 rue des Écoles,Montpellier,34000,1966,1116.81,1,Électrique,,,F,,Faible,0.7233,161,False,,Travaux requis,True,Non protégé,43.577654,3.870504
257,Mairie municipale 257,Mairie,97 rue Victor Hugo,Montpellier,34000,1926,2955.94,3,Réseau urbain,844955.45,285.85,F,84495.54,Faible,0.7748,602,False,2023,Conforme,False,Non protégé,43.589947,3.902031
258,EHPAD municipale 258,EHPAD,96 rue Pasteur,Nantes,44000,1900,2340.26,3,Réseau urbain,,,G,,Faible,1.0,1063,False,,Travaux requis,False,Non protégé,47.215691,-1.599996
259,Mairie municipale 259,Mairie,22 rue des Écoles,Marseille,13000,1941,2203.94,1,Pompe à chaleur,393447.37,178.52,G,15737.89,Faible,0.8354,484,False,2021,Partiellement conforme,False,Non protégé,43.310956,5.403471
260,Gymnase municipale 260,Gymnase,184 rue Pasteur,Paris,75000,2009,3482.56,3,Gaz,353688.79,101.56,D,70737.76,Bonne,0.584,271,True,2016,Conforme,False,Non protégé,48.845452,2.360144
261,Mairie municipale 261,Mairie,1 rue Jean Jaurès,Marseille,13000,1941,2621.84,2,Pompe à chaleur,527723.96,201.28,G,21108.96,Faible,0.5947,410,True,2016,Conforme,True,Non protégé,43.272208,5.333068
262,EHPAD municipale 262,EHPAD,68 rue des Écoles,Dijon,21000,1990,7032.38,6,Gaz,1174337.14,166.99,C,234867.43,Moyenne,0.9965,3185,False,2018,Partiellement conforme,False,Non protégé,47.364543,5.060839
263,EHPAD municipale 263,EHPAD,186 rue Jean Jaurès,Dijon,21000,1912,6220.93,5,Pompe à chaleur,1367298.2,219.79,F,54691.93,Faible,0.9053,2559,False,2021,Conforme,False,Non protégé,47.356205,5.022532
264,Bibliothèque municipale 264,Bibliothèque,97 rue de la République,Grenoble,38000,1915,1390.64,1,Biomasse,376446.25,270.7,F,11293.39,Faible,0.5471,152,True,2022,Partiellement conforme,False,Non protégé,45.168741,5.716068
265,EHPAD municipale 265,EHPAD,64 rue Pasteur,Marseille,13000,1934,4112.23,3,Biomasse,1120253.7,272.42,G,33607.61,Faible,0.6983,1305,True,2016,Conforme,False,Non protégé,43.286945,5.34942
266,École municipale 266,École,70 rue Jean Jaurès,Grenoble,38000,1983,4359.66,3,Électrique,778504.49,178.57,D,46710.27,Moyenne,0.8619,835,False,2017,Partiellement conforme,True,Non protégé,45.161093,5.694168
267,Bibliothèque municipale 267,Bibliothèque,121 rue Pasteur,Strasbourg,67000,1946,3458.29,4,Réseau urbain,1021336.79,295.33,F,102133.68,Faible,0.623,430,False,2022,Conforme,True,Non protégé,48.567245,7.748844
268,Crèche municipale 268,Crèche,143 rue des Écoles,Paris,75000,1902,632.15,1,Électrique,,,F,,Bonne,1.0,79,False,,Conforme,False,Non protégé,48.831112,2.380556
269,École municipale 269,École,78 rue Jean Jaurès,Paris,75000,2017,3696.11,3,Pompe à chaleur,129363.85,35,,5174.55,Très bonne,0.7985,655,False,2025,Conforme,False,Non protégé,48.904007,2.342417
270,École municipale 270,École,171 rue Jean Jaurès,Rennes,35000,2006,4258.18,3,Biomasse,219509.18,51.55,B,6585.28,Très bonne,0.6879,650,True,2019,Conforme,False,Non protégé,48.07271,-1.713997
271,EHPAD municipale 271,EHPAD,205 rue Pasteur,Nantes,44000,1915,6166.64,4,Gaz,2370024.75,384.33,F,474004.95,Faible,1.0,2803,False,2016,Conforme,True,Inscrit,47.179772,-1.515788
272,Gymnase municipale 272,Gymnase,40 rue Victor Hugo,Grenoble,38000,1935,4238.69,4,Biomasse,996812.73,235.17,F,29904.38,Faible,0.5996,338,False,2017,Partiellement conforme,True,Non protégé,45.22445,5.731536
273,Mairie municipale 273,Mairie,152 rue Victor Hugo,Lille,59000,1962,3260.82,2,Électrique,809270.31,248.18,G,48556.22,Faible,0.6012,515,False,2019,Conforme,False,Non protégé,50.582093,3.030703
274,Crèche municipale 274,Crèche,33 rue des Écoles,Grenoble,38000,1953,384.58,1,Fioul,,,E,,Faible,0.7207,34,False,,Conforme,True,Non protégé,45.232646,5.706931
275,Mairie municipale 275,Mairie,158 rue de la République,Dijon,21000,1975,3063.26,2,Électrique,458937.61,149.82,E,27536.26,Moyenne,0.7447,600,False,2015,Conforme,False,Non protégé,47.321684,5.028195
276,EHPAD municipale 276,EHPAD,124 rue des Écoles,Marseille,13000,1997,3180.29,3,Électrique,433091.89,136.18,D,25985.51,Moyenne,0.9394,1357,False,2015,Travaux requis,False,Non protégé,43.332578,5.350776
277,Bibliothèque municipale 277,Bibliothèque,173 rue des Écoles,Montpellier,34000,1958,3670.23,3,Fioul,1333578.07,363.35,F,360066.08,Faible,0.6283,461,False,2017,Partiellement conforme,False,Non protégé,43.608709,3.828813
278,École municipale 278,École,118 rue Victor Hugo,Nantes,44000,1975,5018.27,5,Réseau urbain,614336.61,122.42,D,61433.66,Moyenne,0.6986,779,False,2024,Conforme,False,Non protégé,47.246113,-1.596131
279,École municipale 279,École,26 rue Victor Hugo,Lyon,69000,1902,1083.86,1,Réseau urbain,260137.24,240.01,F,26013.72,Faible,0.6486,156,False,2024,Conforme,False,Non protégé,45.724255,4.785973
280,Mairie municipale 280,Mairie,134 rue des Écoles,Rennes,35000,1933,1224.69,1,Réseau urbain,324101.96,264.64,G,32410.2,Faible,0.5596,180,False,2015,Partiellement conforme,False,Non protégé,48.118693,-1.634839
281,EHPAD municipale 281,EHPAD,1 rue de la République,Dijon,21000,1948,2225.47,2,Gaz,,,G,,Faible,0.735,743,False,,Conforme,True,Non protégé,47.279051,5.004578
282,Gymnase municipale 282,Gymnase,26 rue des Écoles,Grenoble,38000,1943,4781.8,5,Pompe à chaleur,1018140.86,212.92,F,40725.63,Faible,0.6501,414,False,2024,Partiellement conforme,True,Non protégé,45.22138,5.74644
283,Bibliothèque municipale 283,Bibliothèque,155 rue des Écoles,Grenoble,38000,2012,2190.52,1,Pompe à chaleur,106240.22,48.5,D,4249.61,Bonne,0.7001,306,False,2024,Travaux requis,False,Non protégé,45.190804,5.740805
284,Gymnase municipale 284,Gymnase,29 rue de la République,Paris,75000,2006,2930.39,2,Biomasse,190944.21,65.16,B,5728.33,Bonne,0.537,209,False,2022,Travaux requis,False,Non protégé,48.858797,2.323535
285,Gymnase municipale 285,Gymnase,90 rue Jean Jaurès,Montpellier,34000,2009,6930.7,5,Gaz,642475.89,92.7,B,128495.18,Bonne,0.6914,638,False,2019,Conforme,False,Non protégé,43.660379,3.917038
286,Gymnase municipale 286,Gymnase,213 rue Jean Jaurès,Bordeaux,33000,2011,2377.8,2,Gaz,253568.59,106.64,D,50713.72,Bonne,0.5405,171,False,2021,Conforme,False,Non protégé,44.860723,-0.547578
287,Crèche municipale 287,Crèche,81 rue des Écoles,Rennes,35000,1940,1776.41,2,Gaz,639933.94,360.24,,127986.79,Faible,0.8072,179,False,2025,Partiellement conforme,True,Classé,48.16148,-1.665795
288,Bibliothèque municipale 288,Bibliothèque,174 rue Victor Hugo,Marseille,13000,1983,1137.81,1,Pompe à chaleur,103347.28,90.83,E,4133.89,Moyenne,0.7951,180,True,2022,Conforme,False,Non protégé,43.253536,5.359695
289,Gymnase municipale 289,Gymnase,193 rue Victor Hugo,Lille,59000,1975,2607.78,2,Biomasse,288420.47,110.6,D,8652.61,Moyenne,0.5168,179,False,2023,Conforme,True,Non protégé,50.64894,3.096638
290,Gymnase municipale 290,Gymnase,81 rue Victor Hugo,Toulouse,31000,1918,1883.78,2,Pompe à chaleur,,,G,,Faible,0.5403,135,True,,Partiellement conforme,False,Non protégé,43.577947,1.427482
291,EHPAD municipale 291,EHPAD,154 rue Pasteur,Rennes,35000,1968,7961.94,5,Réseau urbain,1753935.76,220.29,F,175393.58,Faible,0.8917,3227,True,2024,Travaux requis,False,Non protégé,48.08554,-1.700625
292,EHPAD municipale 292,EHPAD,48 rue Jean Jaurès,Toulouse,31000,2015,3320.82,2,Réseau urbain,250854.74,75.54,C,25085.47,Faible,1.0,1509,True,2025,Partiellement conforme,False,Non protégé,43.627867,1.474887
293,Bibliothèque municipale 293,Bibliothèque,95 rue Pasteur,Lyon,69000,2007,3110.02,2,Réseau urbain,242985.86,78.13,B,24298.59,Bonne,0.5809,361,True,2025,Conforme,False,Non protégé,45.727802,4.88179
294,École municipale 294,École,34 rue Jean Jaurès,Rennes,35000,1922,1002.27,1,Électrique,296561.67,295.89,G,17793.7,Faible,0.8519,189,False,2023,Partiellement conforme,False,Non protégé,48.117218,-1.643703
295,EHPAD municipale 295,EHPAD,214 rue Victor Hugo,Nantes,44000,1960,8166.03,7,Réseau urbain,1817513.3,222.57,E,181751.33,Faible,0.836,3103,False,2024,Conforme,False,Non protégé,47.169708,-1.539199
296,EHPAD municipale 296,EHPAD,119 rue Pasteur,Paris,75000,1947,4589.48,3,Gaz,1342422.9,292.5,G,268484.58,Faible,0.8224,1715,False,2019,Partiellement conforme,True,Non protégé,48.826768,2.385431
297,Bibliothèque municipale 297,Bibliothèque,164 rue Victor Hugo,Dijon,21000,1989,3152.94,3,Électrique,434002.19,137.65,C,26040.13,Moyenne,0.7279,459,False,2018,Travaux requis,False,Non protégé,47.361829,5.048077
298,École municipale 298,École,31 rue de la République,Montpellier,34000,1952,3629.55,3,Gaz,,,E,,Faible,0.7951,641,False,,Conforme,False,Non protégé,43.629629,3.847047
299,Gymnase municipale 299,Gymnase,32 rue Victor Hugo,Lyon,69000,1971,3810.31,4,Électrique,1198304.39,314.49,G,71898.26,Faible,0.5033,255,False,2025,Conforme,False,Non protégé,45.732501,4.863178
300,Bibliothèque municipale 300,Bibliothèque,175 rue Victor Hugo,Grenoble,38000,1939,3961.79,3,Électrique,1061601.25,267.96,G,63696.07,Faible,0.8461,670,False,2020,Partiellement conforme,False,Non protégé,45.18784,5.739455
301,Gymnase municipale 301,Gymnase,39 rue Victor Hugo,Grenoble,38000,1908,6346.6,4,Réseau urbain,1862917.5,293.53,F,186291.75,Faible,0.5786,489,False,2019,Conforme,False,Non protégé,45.195741,5.759801
302,EHPAD municipale 302,EHPAD,93 rue Victor Hugo,Montpellier,34000,1949,5096.27,4,Biomasse,1004118.08,197.03,F,30123.54,Faible,0.9262,2145,False,2018,Partiellement conforme,False,Non protégé,43.572394,3.860887
303,EHPAD municipale 303,EHPAD,181 rue Pasteur,Montpellier,34000,1911,7159.72,7,Pompe à chaleur,1325836.95,185.18,G,53033.48,Faible,1.0,3254,False,2020,Conforme,False,Non protégé,43.574059,3.915346
304,École municipale 304,École,82 rue des Écoles,Nantes,44000,2011,2103.41,2,Électrique,135943.39,64.63,C,8156.6,Bonne,0.5745,268,False,2022,Conforme,False,Non protégé,47.199309,-1.539081
305,EHPAD municipale 305,EHPAD,42 rue Victor Hugo,Bordeaux,33000,1977,6089.34,4,Gaz,954869.41,156.81,E,190973.88,Moyenne,0.8156,2257,False,2016,Travaux requis,True,Non protégé,44.81232,-0.579638
306,Bibliothèque municipale 306,Bibliothèque,154 rue Jean Jaurès,Lille,59000,1936,1110.1,1,Pompe à chaleur,285217.99,256.93,F,11408.72,Faible,0.631,140,False,2022,Conforme,False,Classé,50.594823,3.052031
307,EHPAD municipale 307,EHPAD,96 rue des Écoles,Grenoble,38000,1923,7530.96,5,Électrique,2371875.85,314.95,G,142312.55,Faible,0.9208,3152,False,2019,Conforme,False,Non protégé,45.148884,5.686391
308,Bibliothèque municipale 308,Bibliothèque,122 rue Pasteur,Dijon,21000,1970,4453.71,4,Électrique,1096369.79,246.17,E,65782.19,Faible,0.6841,609,False,2017,Conforme,True,Non protégé,47.294879,5.016332
309,Crèche municipale 309,Crèche,144 rue de la République,Strasbourg,67000,2002,1237.12,1,Gaz,94120.09,76.08,B,18824.02,Bonne,0.8035,124,False,2015,Conforme,False,Non protégé,48.567179,7.736604
310,Gymnase municipale 310,Gymnase,218 rue Victor Hugo,Nantes,44000,1987,3950.82,3,Fioul,814580.07,206.18,E,219936.62,Moyenne,0.556,292,False,2017,Conforme,False,Non protégé,47.173538,-1.577076
311,Mairie municipale 311,Mairie,185 rue Pasteur,Rennes,35000,1949,1157.9,1,Électrique,339843.65,293.5,F,20390.62,Faible,0.635,193,False,2025,Conforme,False,Non protégé,48.121705,-1.673225
312,Bibliothèque municipale 312,Bibliothèque,103 rue de la République,Toulouse,31000,2007,3768.71,3,Gaz,292715.71,77.67,D,58543.14,Bonne,0.6655,501,True,2020,Conforme,False,Non protégé,43.612915,1.484217
313,EHPAD municipale 313,EHPAD,122 rue des Écoles,Paris,75000,1920,5717.18,4,Biomasse,1276874.98,223.34,G,38306.25,Faible,0.9035,2347,False,2024,Partiellement conforme,True,Non protégé,48.830229,2.384282
314,Mairie municipale 314,Mairie,148 rue de la République,Bordeaux,33000,1958,2333.05,2,Pompe à chaleur,403384.35,172.9,G,16135.37,Faible,0.8791,539,False,2019,Travaux requis,True,Non protégé,44.836848,-0.546407
315,École municipale 315,École,99 rue de la République,Toulouse,31000,1970,3320.0,3,Biomasse,758022.4,228.32,F,22740.67,Faible,0.809,596,False,2021,Conforme,False,Non protégé,43.588028,1.484862
316,EHPAD municipale 316,EHPAD,11 rue des Écoles,Paris,75000,1944,1834.35,2,Réseau urbain,553093.21,301.52,F,55309.32,Faible,0.7311,609,False,2024,Partiellement conforme,False,Non protégé,48.822307,2.336976
317,École municipale 317,École,217 rue des Écoles,Paris,75000,1956,3072.33,2,Électrique,672686.65,218.95,F,40361.2,Faible,0.636,434,False,2023,Partiellement conforme,False,Non protégé,48.866409,2.345395
318,Crèche municipale 318,Crèche,62 rue des Écoles,Nantes,44000,1934,1626.32,1,Électrique,632394.53,388.85,G,37943.67,Faible,0.7608,154,False,2015,Conforme,True,Non protégé,47.211921,-1.545487
319,École municipale 319,École,197 rue de la République,Marseille,13000,1938,5451.31,3,Réseau urbain,1463513.2,268.47,F,146351.32,Faible,0.7862,952,False,2019,Conforme,False,Non protégé,43.273366,5.337861
320,EHPAD municipale 320,EHPAD,86 rue Jean Jaurès,Lille,59000,1921,6754.19,7,Pompe à chaleur,1430469.9,211.79,G,57218.8,Faible,0.8856,2718,True,2021,Partiellement conforme,False,Non protégé,50.638157,3.040447
321,EHPAD municipale 321,EHPAD,8 rue Pasteur,Nantes,44000,1914,5245.74,5,Gaz,1824888.03,347.88,G,364977.61,Faible,0.9533,2273,False,2023,Partiellement conforme,False,Inscrit,47.196965,-1.543701
322,Mairie municipale 322,Mairie,7 rue de la République,Paris,75000,2020,2334.51,2,Gaz,108041.12,46.28,A,21608.22,Moyenne,0.5222,320,False,2022,Conforme,False,Non protégé,48.895503,2.355848
323,Mairie municipale 323,Mairie,169 rue Pasteur,Dijon,21000,1989,597.18,1,Réseau urbain,69923.81,117.09,C,6992.38,Moyenne,0.6713,105,False,2023,Conforme,True,Non protégé,47.363812,5.063943
324,EHPAD municipale 324,EHPAD,205 rue Victor Hugo,Lille,59000,1909,2426.72,2,Gaz,425040.01,175.15,G,85008.0,Très bonne,0.9577,1056,False,2016,Conforme,False,Inscrit,50.678068,3.015417
325,École municipale 325,École,53 rue des Écoles,Marseille,13000,1973,2713.55,2,Pompe à chaleur,455306.55,167.79,E,18212.26,Faible,0.8176,493,False,2024,Conforme,False,Non protégé,43.31347,5.383881
326,EHPAD municipale 326,EHPAD,36 rue Jean Jaurès,Marseille,13000,1903,7259.64,7,Pompe à chaleur,1578536.12,217.44,F,63141.44,Faible,0.9528,3144,True,2019,Travaux requis,False,Non protégé,43.247161,5.321148
327,École municipale 327,École,9 rue Pasteur,Strasbourg,67000,1994,5798.83,6,Gaz,1125378.94,194.07,C,225075.79,Faible,0.8551,1101,False,2022,Conforme,False,Non protégé,48.546951,7.751854
328,École municipale 328,École,75 rue Victor Hugo,Toulouse,31000,1946,4094.44,3,Gaz,963339.84,235.28,G,192667.97,Bonne,0.9274,843,False,2020,Conforme,False,Non protégé,43.639213,1.438801
329,Gymnase municipale 329,Gymnase,112 rue Pasteur,Lille,59000,2015,6722.44,6,Gaz,553592.93,82.35,A,110718.59,Faible,0.4073,365,False,2020,Conforme,False,Non protégé,50.617586,3.011872
330,EHPAD municipale 330,EHPAD,64 rue de la République,Dijon,21000,1900,5493.46,3,Réseau urbain,1438242.76,261.81,G,143824.28,Faible,0.9896,2471,False,2022,Conforme,True,Non protégé,47.324815,5.003264
331,École municipale 331,École,207 rue Victor Hugo,Paris,75000,1982,2953.82,2,Gaz,496625.76,168.13,D,99325.15,Moyenne,0.7996,524,False,2016,Partiellement conforme,False,Non protégé,48.8679,2.387937
332,Crèche municipale 332,Crèche,47 rue Victor Hugo,Paris,75000,2006,885.81,1,Réseau urbain,68747.71,77.61,B,6874.77,Bonne,0.8885,98,True,2025,Travaux requis,False,Non protégé,48.83393,2.318122
333,EHPAD municipale 333,EHPAD,67 rue Pasteur,Bordeaux,33000,1971,5851.4,5,Pompe à chaleur,1187073.52,202.87,F,47482.94,Faible,0.9505,2528,True,2017,Conforme,False,Non protégé,44.850435,-0.577083
334,Crèche municipale 334,Crèche,120 rue des Écoles,Lyon,69000,2000,599.43,1,Pompe à chaleur,56975.82,95.05,D,2279.03,Moyenne,0.7738,57,False,2022,Partiellement conforme,False,Non protégé,45.728185,4.822468
335,Mairie municipale 335,Mairie,13 rue Jean Jaurès,Dijon,21000,1947,1948.12,2,Biomasse,,,G,,Faible,0.6591,337,False,,Conforme,True,Non protégé,47.339982,5.025656
336,Mairie municipale 336,Mairie,64 rue Victor Hugo,Lille,59000,1961,1511.75,2,Biomasse,330740.66,218.78,E,9922.22,Faible,0.6395,254,True,2015,Partiellement conforme,False,Non protégé,50.654216,3.024479
337,École municipale 337,École,76 rue des Écoles,Lille,59000,1964,1041.4,1,Réseau urbain,256049.02,245.87,F,25604.9,Faible,0.8622,199,False,2024,Conforme,False,Non protégé,50.635231,3.106029
338,Crèche municipale 338,Crèche,150 rue Pasteur,Lyon,69000,1983,1749.46,2,Pompe à chaleur,206366.3,117.96,E,8254.65,Moyenne,1.0,218,False,2018,Conforme,False,Non protégé,45.759471,4.838698
339,EHPAD municipale 339,EHPAD,35 rue Pasteur,Lyon,69000,1997,5861.5,4,Biomasse,527417.77,89.98,D,15822.53,Moyenne,0.7608,2027,False,2023,Conforme,False,Non protégé,45.763753,4.835552
340,Mairie municipale 340,Mairie,7 rue des Écoles,Montpellier,34000,1985,880.88,1,Fioul,200479.48,227.59,E,54129.46,Moyenne,0.5181,120,False,2021,Partiellement conforme,False,Non protégé,43.626907,3.884151
341,Mairie municipale 341,Mairie,65 rue Victor Hugo,Lyon,69000,2015,2502.66,2,Pompe à chaleur,91071.8,36.39,A,3642.87,Très bonne,0.6561,432,False,2019,Partiellement conforme,False,Non protégé,45.759006,4.799561
342,Gymnase municipale 342,Gymnase,149 rue Victor Hugo,Lyon,69000,1919,1810.02,1,Gaz,658684.38,363.91,F,131736.88,Faible,0.4436,107,False,2020,Conforme,False,Non protégé,45.725701,4.86307
343,École municipale 343,École,151 rue Jean Jaurès,Bordeaux,33000,1984,3883.48,3,Gaz,789861.0,203.39,D,157972.2,Moyenne,0.703,606,False,2025,Conforme,False,Non protégé,44.823995,-0.530737
344,Bibliothèque municipale 344,Bibliothèque,123 rue de la République,Strasbourg,67000,2004,1207.21,1,Gaz,116930.36,96.86,C,23386.07,Bonne,0.6222,150,False,2018,Travaux requis,False,Non protégé,48.543894,7.728406
345,École municipale 345,École,72 rue Victor Hugo,Dijon,21000,1991,5973.13,4,Réseau urbain,812524.87,136.03,D,81252.49,Moyenne,0.7674,1018,False,2022,Conforme,False,Non protégé,47.274633,5.068777
346,École municipale 346,École,53 rue Jean Jaurès,Toulouse,31000,2013,3108.4,3,Fioul,151130.41,48.62,B,40805.21,Bonne,0.6559,453,False,2024,Conforme,False,Non protégé,43.597966,1.456195
347,École municipale 347,École,119 rue des Écoles,Montpellier,34000,1917,3635.4,2,Électrique,,,G,,Faible,0.8433,681,False,,Partiellement conforme,False,Non protégé,43.621682,3.858917
348,École municipale 348,École,12 rue Victor Hugo,Montpellier,34000,1902,3687.1,4,Électrique,1158929.27,314.32,,69535.76,Faible,0.6292,515,False,2024,Travaux requis,True,Non protégé,43.575215,3.89161
349,École municipale 349,École,45 rue des Écoles,Paris,75000,2014,2402.79,1,Électrique,84458.07,35.15,C,5067.48,Très bonne,0.5851,312,True,2016,Conforme,False,Non protégé,48.872471,2.382433
350,École municipale 350,École,206 rue Victor Hugo,Montpellier,34000,1921,4748.3,4,Pompe à chaleur,1119079.34,235.68,G,44763.17,Faible,0.727,767,True,2016,Travaux requis,True,Inscrit,43.586626,3.892484
351,École municipale 351,École,43 rue Jean Jaurès,Paris,75000,1989,2064.33,2,Électrique,244581.82,118.48,,14674.91,Moyenne,0.9478,434,True,2015,Conforme,False,Non protégé,48.885067,2.378102
352,Gymnase municipale 352,Gymnase,80 rue Jean Jaurès,Grenoble,38000,1934,2185.61,2,Pompe à chaleur,506493.26,231.74,,20259.73,Faible,0.462,134,False,2019,Conforme,True,Non protégé,45.212272,5.687261
353,Gymnase municipale 353,Gymnase,154 rue des Écoles,Toulouse,31000,1933,6487.35,6,Biomasse,1804845.64,278.21,F,54145.37,Faible,0.4785,413,False,2017,Conforme,False,Non protégé,43.588,1.400395
354,Crèche municipale 354,Crèche,43 rue Pasteur,Lyon,69000,1909,1607.8,1,Pompe à chaleur,337509.38,209.92,,13500.38,Faible,0.816,163,False,2020,Conforme,True,Non protégé,45.752701,4.873659
355,École municipale 355,École,42 rue de la République,Bordeaux,33000,1935,4612.14,5,Réseau urbain,653863.09,141.77,G,65386.31,Très bonne,0.6311,646,False,2018,Travaux requis,False,Non protégé,44.867828,-0.59902
356,Bibliothèque municipale 356,Bibliothèque,82 rue Victor Hugo,Toulouse,31000,1921,1049.99,1,Gaz,337939.28,321.85,G,67587.86,Faible,0.862,181,False,2025,Conforme,False,Non protégé,43.618902,1.443978
357,École municipale 357,École,220 rue Pasteur,Lille,59000,2011,5821.83,4,Gaz,475527.07,81.68,C,95105.41,Bonne,0.8171,1057,False,2024,Conforme,False,Non protégé,50.65309,3.053304
358,École municipale 358,École,182 rue Victor Hugo,Lille,59000,2008,3820.89,3,Pompe à chaleur,189783.61,49.67,C,7591.34,Bonne,0.6841,580,False,2025,Travaux requis,False,Non protégé,50.635195,3.007517
359,École municipale 359,École,114 rue Pasteur,Bordeaux,33000,1971,2325.92,2,Pompe à chaleur,463695.41,199.36,F,18547.82,Faible,0.8144,420,False,2023,Conforme,True,Non protégé,44.808054,-0.575414
360,Crèche municipale 360,Crèche,120 rue Victor Hugo,Dijon,21000,1975,1430.74,1,Biomasse,241795.06,169.0,E,7253.85,Moyenne,0.7028,125,False,2019,Conforme,False,Non protégé,47.336854,5.03132
361,Bibliothèque municipale 361,Bibliothèque,102 rue Pasteur,Grenoble,38000,1999,891.01,1,Biomasse,121622.87,136.5,E,3648.69,Moyenne,0.6531,116,False,2021,Travaux requis,False,Non protégé,45.185715,5.731332
362,Gymnase municipale 362,Gymnase,212 rue de la République,Toulouse,31000,1996,1800.84,2,Gaz,207834.94,115.41,C,41566.99,Moyenne,0.6252,150,False,2016,Partiellement conforme,True,Non protégé,43.6458,1.416648
363,Gymnase municipale 363,Gymnase,122 rue Victor Hugo,Dijon,21000,1936,2378.29,1,Électrique,619806.16,260.61,F,37188.37,Moyenne,0.4778,151,False,2015,Conforme,True,Non protégé,47.322991,5.016231
364,École municipale 364,École,212 rue Victor Hugo,Lyon,69000,1941,4782.74,4,Pompe à chaleur,,,F,,Faible,0.621,660,False,,Travaux requis,False,Inscrit,45.763586,4.850144
365,Mairie municipale 365,Mairie,60 rue des Écoles,Lille,59000,1925,1257.98,1,Pompe à chaleur,249331.64,198.2,F,9973.27,Faible,0.6148,203,False,2021,Conforme,False,Non protégé,50.622226,3.093042
366,École municipale 366,École,140 rue des Écoles,Lille,59000,1906,5027.87,3,Gaz,,,F,,Faible,0.6612,738,False,,Partiellement conforme,False,Non protégé,50.594728,3.015235
367,Gymnase municipale 367,Gymnase,8 rue Jean Jaurès,Rennes,35000,1938,4164.23,3,Gaz,1269632.08,304.89,F,253926.42,Faible,0.4728,262,False,2023,Conforme,False,Non protégé,48.135767,-1.649018
368,Gymnase municipale 368,Gymnase,19 rue de la République,Grenoble,38000,2005,4751.11,3,Fioul,427029.77,89.88,B,115298.04,Bonne,0.3954,250,True,2017,Travaux requis,False,Non protégé,45.203646,5.682291
369,Mairie municipale 369,Mairie,201 rue Victor Hugo,Lille,59000,1927,1776.84,2,Fioul,,,F,,Faible,0.6083,284,False,,Travaux requis,False,Non protégé,50.590995,3.027245
370,Mairie municipale 370,Mairie,74 rue Jean Jaurès,Bordeaux,33000,1915,560.15,1,Gaz,150372.27,268.45,G,30074.45,Moyenne,0.6238,91,False,2019,Partiellement conforme,False,Non protégé,44.789327,-0.595924
371,EHPAD municipale 371,EHPAD,180 rue Victor Hugo,Paris,75000,1994,7850.02,5,Électrique,1199483.06,152.8,C,71968.98,Moyenne,0.9885,3527,False,2023,Conforme,False,Non protégé,48.828462,2.305539
372,Bibliothèque municipale 372,Bibliothèque,77 rue Jean Jaurès,Rennes,35000,1902,1265.9,1,Gaz,419101.51,331.07,G,83820.3,Faible,0.6603,167,True,2022,Travaux requis,True,Non protégé,48.131562,-1.688857
373,EHPAD municipale 373,EHPAD,178 rue de la République,Rennes,35000,1928,6705.83,5,Gaz,2117030.53,315.7,G,423406.11,Faible,0.9696,2955,False,2024,Partiellement conforme,False,Non protégé,48.132033,-1.72448
374,EHPAD municipale 374,EHPAD,106 rue des Écoles,Strasbourg,67000,2017,7561.32,5,Gaz,304191.9,40.23,A,60838.38,Très bonne,0.8992,3090,True,2019,Conforme,False,Non protégé,48.554104,7.719062
375,École municipale 375,École,11 rue Jean Jaurès,Montpellier,34000,1971,2545.01,2,Électrique,723495.44,284.28,E,43409.73,Faible,0.7431,420,False,2015,Partiellement conforme,False,Non protégé,43.61374,3.893199
376,École municipale 376,École,21 rue Victor Hugo,Strasbourg,67000,1943,1543.73,1,Électrique,422302.78,273.56,G,25338.17,Faible,0.4822,165,False,2021,Partiellement conforme,True,Classé,48.619047,7.759223
377,EHPAD municipale 377,EHPAD,86 rue de la République,Montpellier,34000,1918,4551.17,5,Réseau urbain,,,F,,Faible,1.0,2068,False,,Travaux requis,False,Non protégé,43.657066,3.902887
378,Bibliothèque municipale 378,Bibliothèque,194 rue Victor Hugo,Toulouse,31000,1932,4413.97,3,Gaz,,,F,,Faible,0.5435,479,False,,Conforme,False,Non protégé,43.649385,1.401361
379,Gymnase municipale 379,Gymnase,38 rue des Écoles,Lille,59000,1914,1864.74,1,Pompe à chaleur,213848.38,114.68,F,8553.94,Bonne,0.4957,123,False,2015,Partiellement conforme,False,Non protégé,50.592898,3.046481
380,Crèche municipale 380,Crèche,181 rue des Écoles,Strasbourg,67000,1933,893.37,1,Biomasse,237761.49,266.14,F,7132.84,Faible,0.7316,81,False,2021,Travaux requis,False,Non protégé,48.616454,7.734206
381,Bibliothèque municipale 381,Bibliothèque,34 rue Victor Hugo,Grenoble,38000,2013,3612.54,3,Gaz,126438.9,35,C,25287.78,Très bonne,0.7197,519,False,2023,Conforme,False,Non protégé,45.20253,5.715837
382,Gymnase municipale 382,Gymnase,97 rue Pasteur,Nantes,44000,2018,3764.14,3,Gaz,131744.9,35,B,26348.98,Très bonne,0.5383,270,True,2021,Conforme,False,Non protégé,47.242573,-1.528721
